ticker,date,q,texto
MSFT,"Jan 24, 2023, 5:30 p.m. ET",2023-Q2,"share gains. So, that's sort of fundamentally how we view it. And then the other aspect I'd also say is simultaneously investing in this new AI trend because I don't think any application start that happens next is going to look like the application starts of 2019 or 2020. They're all going to have considerations around how is my AI inference performance, cost model is going to look like. And that's where we are well positioned again. So, that's how I view it. The market, you all are better readers of, quite frankly, what's happening out there. We can tell you what we see. What we see is optimization and some cautious approach to new workloads and that will cycle through, but we do fundamentally believe on a long-term basis, as a percentage of GDP, tech spend is going to go up. Brent Thill -- Jefferies -- Analyst Thank you. Satya Nadella -- Chairman and Chief Executive Officer Thanks, Brent. Joe, next question, please. Operator Our next question comes from the line of Mark Moerdler with Bernstein. Please proceed. Mark Moerdler -- Bernstein Research -- Analyst Thank you very much. I'd like to follow up a little bit on this question relating to optimization. I know we saw some slowing this quarter. You're guiding to some slowing next quarter in Cloud and Azure. How much of that is -- do you believe at this point is truly people optimizing what they've already bought and stepping that before that versus how much of that is due to macro factors themselves specifically impacting demand? Satya Nadella -- Chairman and Chief Executive Officer I'd say two things, and then, Amy, please feel free to add. One is, it absolutely is -- starts with workloads that they have at scale just because of the visibility one has on what's driving essentially the consumption meters. And there's real guidance that we ourselves in the product to say, here are the things that you do optimize your billing. And so that's sort of what is the fundamental thing. When we say do more with less and how can we help, that's sort of the first place customers go to. And then the next piece, really, I think, is going to be about how they take the optimization that they get and the savings they get workload and what new project starts. And that's where I think there's a reprioritization. When should we start the new projects? Those are the two things that are happening simultaneously. They don't perfectly match, but one of the things is they're looking to back some savings on some workloads and then start. So, that's where I think a little bit of what has to happen is the cycle time where the optimization cycle finishes, the projects start, and then the projects ramp. And I think that that's what at least on the cloud consumption side you're seeing. And on the per-user side, it's slightly different, which is in per-user also, there was real acceleration when it comes to purchases of per-user licenses, whether it is for knowledge workers or frontline workers. And again, they're all now making sure that they're all getting used and the usage is going up. Like when we look at our Office 365 usage, all those numbers are pretty up year over year in a substantial way. Like I gave you some of the Teams numbers. In fact, one of the things was, what will have Teams usage after the pandemic. Guess what? They're up. And so, those are the good news. And now once we cycle through that again, the seats will get added and premium, like I'm very, very excited about Teams Pro coming out in a couple of weeks. And those are all the things that people will be able to sort of use to ensure that the ARPUs are also going up a bit value. Amy Hood -- Chief Financial Officer And, Mark, because I do think it's actually quite hard to separate from a driver perspective how much is optimization versus macro. It's all related when you start to say what's the best ROI I can get on every budget dollar I spend, and our job as a partner to so many of these customers is to help them do that. So, Satya has talked a bit about Azure. Let me talk a little bit about the per-user where the way it showed"
AMZN,"Oct 27, 2022, 5:30 p.m. ET",2022-Q3,"se industries, and that's part of it. But basically, what we see is customers are looking to save money versus their committed spend. We have options for them to do that. They can manage workloads better. They can switch to lower-cost products that have different performance profiles. They can switch to Graviton chips that have higher cost performance ratios. So all really good things for the customer and for Amazon long term. Again, we think the benefit of cloud computing is really showing up right now because we allow customers to turn what can normally be a fixed expense into a variable expense, and they can let us manage the highs and lows of inflation and other cost of electricity and everything else. And they can get about to do their business using our services in a very highly secure way. So I think just like in 2020, these time periods are good for long-term adoption on cloud computing. But the offset in the short run is that some companies have demand that drops. I think what was different in 2020 was there were companies that went down and there's companies that went up quite a bit that were servicing high volumes during the pandemic. So that dynamic is not in place right now, and I think everyone is just cautious and they want to, again, watch their spend. And as CFO, I appreciate that, and we're doing the same thing here at Amazon. Operator And our next question comes from the line of John Blackledge with Cowen. Please proceed with your question. John Blackledge -- Cowen and Company -- Analyst OK, thanks. Two questions. First, could you provide some more details on the cost structure initiatives and when we could see those initiatives hitting the P&L? And then second, on the holiday season. It's a bit implicit in your guide and remarks thus far, but just curious of your expectations for consumer demand this holiday season versus last year. Thank you. Brian Olsavsky -- Chief Financial Officer Sure. Let me start with the holiday. So we're ready to roll. We've got the best selection we've ever had. In-stock levels are really high. Delivery speeds are getting very close to where we want them to be. And we're ready to have a really good holiday season with our consumers this year. And the Prime Early Access sale, I think, created great value for consumers. It allowed them to get a jump on some of their purchases for the holiday and also just find some great deals. So we're happy with that effort. And the teams that put that together worked very hard this year to hold two large Prime events within four months. So we're very optimistic about the holiday. But we're realistic that there's various factors weighing on people's wallets, and we're not quite sure how strong holiday spending will be versus last year. And we're ready for a variety of outcomes. But we know the consumers when they're looking for good deals, and that positions us well. Advertisers are looking for effective advertising. And our advertising is at the point where consumers are ready to spend. So we have a lot of advantages that we feel that will help both consumers and also our partners like sellers and advertisers. So the seller in-stock is very high. We've had great in stocks from our FBA sellers. And so, we're ready to go. And we're very optimistic about the fourth quarter, just realistic about whether we may have a range of outcomes that we just have to be ready for when we are. On the cost structure initiatives, I think you're primarily talking about the operations world. There's three large buckets there, as I've said in the past, productivity, fixed cost leverage and inflation. On productivity, made good strides, but there's still a lot of work to do there and we know the job ahead of us. It's hard to improve productivity much in the fourth quarter because it's just a period of like maximum stress on the operations, and we're trying to fulfill every order in a very quick way. But our goal is to leave ourselves in a really good, strong condition for a fast start on a lot of initiatives in Q1 of next year. On fixed cost leverage, we've taken"
AMZN,"Jul 29, 2021, 5:30 p.m. ET",2021-Q2,"y announced new commitments and migrations from customers across a diverse set of major industries, including Swisscom and Bell Canada in Telecom, BMO Financial Group and Bancolombia in financial services and Ferrari in automotive. AWS customers recognize that the move to the cloud is very positive for their businesses in the medium and long term. Disruptive economic events like COVID have caused many people to step back and think about how they want to change strategically, and many have come to the conclusion that they do not want to own and run their own data centers. They see that they can save money and gain agility and innovation by moving to AWS. I'll finish up with some comments on our ongoing investments in operations. As we think about the pull forward in demand we've seen these past 18 months, it has required and will continue to require a significant amount of investment in our fulfillment network. Our teams have done a remarkable job stepping up to serve customers and support our vendors and sellers, and we have worked hard to increase capacity at a rapid rate. For the trailing 12 months ended Q2, capex and equipment finance leases increased 74% versus the prior trailing 12-month period. And as usual, most of our 2021 spend in building openings are planned in the second half of this year. This is all part of a multiyear investment cycle for us. Unit volumes, while obviously growing at lower rates off last year's large comp, continue to remain high, and we see strong demand for FBA and third-party sellers. So there's more work to do, including additional build-outs of our FCs, as well as our middle-mile and last-mile capabilities, to support our fast-improving delivery offers for customers. I encourage you to read the business highlights in our press release. It's a diverse collection of efforts supported by many thousands of customer-focused Amazon employees, from Amazon Pharmacy, to Business Prime, to AWS' plans to add seven new regions, to NFL Thursday Night Football starting next year, to the Black Business Accelerator program, to Alexa's collaboration with Ford Motor Company. We remain heads-down focused on driving a better customer experience. We believe putting customers first is the only reliable way to create lasting value for our shareholders. With that, let's move on to Q&A. Questions & Answers: Operator [Operator instructions] Your first question comes from the line of Doug Anmuth with J.P. Morgan. Please proceed with your question. Doug Anmuth -- J.P. Morgan -- Analyst Thanks for taking the question. Brian, I just want to ask two. Just going back to the 2Q revenue. Beyond Prime spend moderating and the reopening, is there anything else you'd point to, in particular, that may have kept you in the middle of the range versus, obviously, where you've been over the last year versus expectations? And I guess, in particular, if you talk about Prime Day relative to your expectations? And then secondly, the big commerce partnership a couple of weeks ago, you seem to open up more to working with merchants away from Amazon. Just hoping you could talk more about the multichannel fulfillment opportunity. And do you think you now have the logistics capabilities, and has everything recovered to the point where you can offer these services more to third parties? Thanks. Brian Olsavsky -- Chief Financial Officer Sure. Thanks, Doug. Now, as far as Q2 run rate is concerned, if you look back the last few quarters, we've not done a great job of nailing the impact of COVID. It has -- we've generally overperformed our guidance range. I think last quarter, we had kept the same process, coming off some very high volumes for the last prior four quarters. And really, the only difference I see in Q2 versus Q1 and before is the year-over-year comp, which we had factored in, but also the increase in mobility. I think the impact of people getting vaccinated and getting out in the world, not only shopping off-line, but also living life and getting out, it takes away from shopping time. It's a good phenomenon and it's great. An"
NFLX,"Apr 20, 2021, 6:00 p.m. ET",2021-Q1,"ways looking for. And we programming the service in a way that consumers value it and love it. And it's a bit of trial and error at the beginning of each of the territories that we've rolled out. When we started launching in international territories with no original programming in local language with local producers and now we're producing in most corners of the world. And I do think, you know, our confidence in investment in Korea and India and Japan has been the success of the investments to date and that it gets us closer and closer to that product-market fit that we have in our more mature markets. So I do think like -- and what we've seen in our -- in our Korean originals and our Japanese anime is that they play really well around the region as well as in-country and occasionally they can be very, very global in their interest and desire. And the fact that we can bring a global audience to those creators and each the territories, has been really attractive. Reed Hastings -- Co-Chief Executive Officer And Nidhi, we have enough success in -- in Japan and South Korea for you guys to think about it like Germany or France like it's a big developed rich market. We've got that wired. You know in India, we're still figuring things out and so that investment, you know, takes some guts and belief, you know, forward-looking. But the other investments you should think of just like rich European countries content expand and exports really well. And you know, we're just getting a little better every month on it. Spence Neumann -- Chief Financial Officer Yeah. Can I just add to that and you can kind of see that in the numbers too, Nidhi, even in what we release on the regional numbers. The APAC region was about a third of our member growth this quarter and also still kind of healthy -- healthy revenue growth including average revenue per member. And that's in part because it's, you know, the -- as -- we're also can -- can as we improve the services engagement is up and -- and churn is down we can occasionally take price increases as -- as Greg mentioned and that happened recently in Australia, New Zealand, and Japan. And -- and I think, our members are clearly appreciating the value of what we're delivering them so the -- the business -- the business of scaling and scaling well. Nidhi Gupta -- Fidelity Investments -- Portfolio Manager Yeah. That's helpful. So, Reed, is that fact or belief when it comes to kind of these lower ARPU or it's just a newer market? Is that -- that eventually you'll be able to play that kind of low ARPU high-volume strategy or is it, you know, over the long term, incomes will rise in these markets, ARPUs will rise and the math will sort of work? Reed Hastings -- Co-Chief Executive Officer You know, I think on that, we're still learning. You know, we've done some pricing experiments in -- in India that Greg could talk about and I would say we're still mostly focused on getting a content fit and getting, you know, broader content. So that's why I say that one is a more speculative investment than say Korea or Japan, which again five years ago was very speculative when we did those, OK? But we've gone on for over the hump and now we've got, you know, we've got a great match. And we're still working on India and we're super excited and, you know, again, right now, this month, things are terrible in the COVID spike. But outside of that, we've been really producing a lot of great new content that's currently shut down. Greg, do you want to talk about like Jio or any of that? Greg Peters -- Chief Operating Officer and Chief Product Officer Yeah, and maybe a couple of things there. You know, Nidhi, we -- we -- we recognize that we -- we don't know a lot yet, you know, compared to how much we're going to learn over the next year many, many years and so our job is to really try and be innovative and -- and push and experiment. And so whether that is, you know, pushing on the actual model in terms of like multi-month or sachet, and sort of, you know, explore the ranges of that kind of offering. But then also, you k"
NVDA,"Nov 16, 2022, 5:00 p.m. ET",2023-Q3,"channel -- excuse me, challenge our overall China business. It was still relatively solid. Notebook sell-through was also quite solid. And desktop, a bit softer, particularly in that China and Asia areas. We expect though stronger end demand, though, as we enter into Q4, driven by the upcoming holidays, as well as the continuation of the ADA adoption. Jen-Hsun Huang -- President and Chief Executive Officer Vivek, our data center business is indexed to two fundamental dynamics. The first has to do with general purpose computing no longer scaling. And so, acceleration is necessary to achieve the necessary level of cost efficiency scale and energy efficiency scale so that we can continue to increase workloads while saving money and saving power. Accelerated computing is recognized generally as the path forward as general purpose computing slows. The second dynamic is AI. And we're seeing surging demand in some very important sectors of AIs in important breakthroughs in AI. One is called deep recommender systems, which is quite essential now to the best content or item or product to recommend to somebody who's using a device that is like a selfie or interacting with a computer just using voice. You need to really understand the nature, the context of the person making the request and make the appropriate recommendation to them. The second has to do with large language models. This is -- this started several years ago with the invention of the transformer, which led to Bert, which led to GP3, which led to a whole bunch of other models now associated with that. We now have the ability to learn representations of languages of all kinds. It could be human language. It could be the language of biology. It could be the language of chemistry. And recently, I just saw a breakthrough called Jeans LM, we just one of the first example of learning the language of human genomes. The third has to do with generative AI. You know that the first 10 years, we've dedicated ourselves to perception AI. But the goal of perception, of course, is to understand context. But the ultimate goal of AI is to make a contribution to create something to generate product. And this is now the beginning of the era of generative AI. You probably see it all over the place, whether they're generating images or generating videos or generating text of all kinds and the ability to augment our performance to enhance our performance to make productivity enhanced to reduce cost and improve whatever we do with whatever we have to work with, productivity is really more important than ever. And so, you could see that our company is indexed to two things, both of which are more important than ever, which is power efficiency, cost efficiency and then, of course, productivity. And these things are more important than ever. And my expectation is that we're seeing all the strong demand and surging demand for AI and for niche reasons. Operator Your next question comes from the line of C.J. Muse with Evercore. Your line is now open. C.J. Muse -- Evercore ISI -- Analyst Yeah, Good afternoon and thank you for taking the question. You started to bundle on NVIDIA enterprise now with the H-100. I'm curious if you can talk about how we should think about timing around software monetization? And how we should kind of see this flow through the model, particularly with the focus on the AI enterprise and Omnivere side of things? Jen-Hsun Huang -- President and Chief Executive Officer Yes. Thanks, CJ. We're making excellent progress in NVIDIA AI enterprise. In fact, you saw probably that we made several announcements this quarter associated with clouds. You know that NVIDIA has a rich ecosystem. And over the years, our rich ecosystem and our software stack has been integrated into developers and start-ups of all kinds, but more so -- more than ever, we're at the tipping point of clouds, and that's fantastic. Because if we could get NVIDIA's architecture and our full stack into every single cloud, we could reach more customers more quickly. And this quarter, we announced several initiative"
MSFT,"Jan 26, 2021, 5:30 p.m. ET",2021-Q2,"ation around what are the workflows that need to get integrated into a communications tool such that there's real continuity between frontline to knowledge worker to business process. I think that opens up even a ton of opportunity. I mean take something like even digital twins and the level of automation that one can bring even into manufacturing. So the combination of an Azure PaaS service to SaaS capabilities in Dynamics 365 can be very transformative to digital manufacturing, which is probably going to be one of the bigger trends going forward. Same thing in supply chain. So it's a pretty important area. For us, business process and business applications participation, if you will, will be both on the Azure side, on the data side, on the AI side and the biz apps side as well as Power Apps. So it's not one narrow category because I think most people, the way you measure business applications and the categories of business and applications is pretty narrow. But business process is much broader than that. And so that's, I think, at least what we are building toward. Amy Hood -- Chief Financial Officer And maybe just to add a bit to that, Satya. Just I think, for us, one of the exciting parts about Dynamics and for shareholders is the expansiveness of that redefinition by industry. And even the terms and categorization today that define biz apps, I think we'll see, are quite large and will be addressed not just with our Dynamics product portfolio but partially with our LinkedIn portfolio, with our Power Platform portfolio, with Microsoft 365, as well as Azure. And I think that -- and thinking about it holistically is why it's so important for us and why we keep coming back to the commercial cloud as our frame. It's how customers see the solution. It's how we sell. It's how solutions are actually implemented for business process change. Walter Pritchard -- Citi -- Analyst Great. Thanks for the opportunity. Amy Hood -- Chief Financial Officer Next question please. Operator Thank you. Our next question comes from the line of Raimo Lenschow with Barclays. Please proceed with your question. Raimo Lenschow -- Barclays -- Analyst Thank you and congrats from me as well. I wanted to talk a little bit about gaming. Obviously, you had a very strong quarter, but we also saw a few months ago the launch of Xbox Game Pass Ultimate or the xCloud as we knew it. Can you talk a little bit about some of the early experiences there and the importance that you see emerging for that? Thank you. Satya Nadella -- Chief Executive Officer Yes. Maybe I'll start. Amy, you can add to this. On xCloud, it's very early days, but we are very excited about, fundamentally, the expansion opportunity it provides. So the service today really allows us to take our catalog and not be limited to any of the traditional end points, in particular, the console and the PC and expand beyond that. And so as you can imagine, that, I think from a reach perspective, is very exciting to us. And the fact that we now have a technology solution to do so, we are in the very early innings of it while at the same time, ensuring that we are doing a fantastic job for all our console gamers and PC gamers, is going to be how we'll approach the value of our subscriptions. Raimo Lenschow -- Barclays -- Analyst Thank you. Operator Our final question comes from the line of Brad Reback with Stifel. Please proceed with your question. Brad Reback -- Stifel Financial Corp. -- Analyst Great. Thanks very much Amy. The cash flow in the quarter ex the audit settlement was far ahead of everyone's expectations, and I know you talked about strong billings in the quarter. But as we look forward, are there any puts and takes that we should be aware of? Or should we just focus on cash flow growing pretty much in line with net income? Amy Hood -- Chief Financial Officer Thanks. Yes. In general, Brad, it's a very good question because the things you tend to watch that can move it quarter-to-quarter are things like you mentioned, whether it's the settlement this quarter, whether it's for free cash flow,"
MA,"Jul 29, 2021, 9:00 a.m. ET",2021-Q2,", we're partnering with Citi and Commonwealth Bank of Australia to offer installments to consumers wherever Mastercard is accepted. And whether in store or online, we are securing and streamlining the consumer experience through our tokenization services. Tokenized transactions across in-store, online and in apps surpassed 1 billion per month throughout the second quarter. We continue to partner with major digital players to expand the reach of our digital capabilities. For example, we just entered a strategic partnership with Stripe to give business a small control of the how they spend their money by enabling Stripe users to create, manage and distribute virtual and physical cards for small business, commercial and consumer across credit, debit and prepaid. We've also entered a partnership with Verizon to bring 5G innovation to the global payments industry. Leveraging our services and insights in pairing Mastercard solution with Verizon's 5G connectivity will allow us to create better experiences from the checkout lines to being billed, even through how businesses are run. The increased capacity and reduced latency of 5G will enable us to take another step toward making every device a commerce device. Now, on to securing the ecosystem. As more merchants and consumers shift to digital, the importance of keeping the ecosystem safe and secure is paramount and is creating a strong demand for our cyber solutions. In addition to organic growth, a number of our acquisitions in the space continue to perform well. For example, Ethoca had strong deal momentum, including a fraud and dispute management agreement with EBANX, a payment solution provider operating across 15 countries in Latin America. RiskRecon, which monitors and then tests those customers' third-party cybersecurity risk, is now scanning millions of companies globally, up from thousands when we acquired them at the end of 2019. NuData is providing biometric fraud prevention tools to Major League Baseball and the neobank, Nickel. We're happy to advance our digital identity capabilities with the acquisition of Ekata that has now closed and off to a strong start on the deal front. Last but certainly not least, let's turn to our initiatives focused on addressing a broader set of payment flows with our multi-rail capabilities. The key here is to provide choice, essentially the right tool for the job. With our multi-rail approach, including our expertise and capabilities in cards, real-time payments and support for digital currencies, we are able to deploy the right combination of assets to meet our customers' needs. And more than just having this range of capabilities, we're making these solutions work together seamlessly. Let me give you a few examples. In B2B, we're making progress with Mastercard Track building out our global open-loop network by working with buyer agents and supplier agents such as banks, software companies and ERP vendors. On the bank side, we're very excited to have signed Box e-card payments who will use Track to connect their global business customers on both the buyer and the supplier side of the ecosystem across multiple rails. We also signed FreshBooks, a premier accounting software platform with customers in over 100 countries. In the Bill Pay space, we continue to scale the Mastercard Bill Pay Exchange, which leverages our real-time payment capabilities to provide a transformative mobile-first experience to bill payments with Citi Treasury and Trade Solutions now connecting into the platform. In Mastercard Send, we continue to penetrate a variety of new payment flows beyond traditional card payments. These enabled dozens of use cases and hundreds of programs across every region of the world. For example, we're partnering with innovative digital messaging platforms to offer P2P services to consumers. Today, uses of WhatsApp in Brazil can transfer money directly in-app, leveraging Mastercard Send. We're also partnering with MoneyGram and Checkout to enable near real-time cross-border P2P transfers across Europe. And on the B2C front, we contin"
V,"Oct 25, 2022, 5:00 p.m. ET",2022-Q4,"part. Obviously, we have to wait and see the pace at which the second network is enabled on cards on e-commerce transactions. Our current expectation, given that our fiscal year, as you know, goes through September is that the effect in 2023 will be minimal, if any. But we'll keep you posted. More broadly, just in terms of our views about the impact longer term, people come to us because of the value we create, and that value comes in the form of having a dual message network and everything that goes with it, the security and the reliability we offer that is unmatched, as well as the dispute resolution and other sets of services, tokenization, all our risk management services that we layer on. We've competed for business in the past, and merchants have chosen us based on the value we provide. And I'm sure, Al, you have more to add on this front. Al Kelly -- Chairman and Chief Executive Officer Yeah. I think that our capabilities are just terrific. And in an e-commerce world, David, the liability for fraud sits with the merchant. So, they're going to be very, very careful about who they do business with. And they've done business with us for years and know that we have very, very strong risk capabilities, very, very strong fraud prevention capabilities. And those are the types of things that in our experience since Durbin in 2010 that have a good amount of merchants who solely stick with us, they never route to the unaffiliated network because of those security and fraud capabilities we have, plus as Vasant alluded to the fact that we have the ability to be dual message, which makes a big difference in car rental, hotel. And in the online world, we'll make a big difference when people order multiple items from a merchant. It will allow the merchant to ship in different shipments as opposed to waiting until all the products are gathered and they can ship it, and they're forced to ship at one time if you're using a single messaging capability. So, I think we have a lot of history and a lot of important capability differences. And a lot of our merchants in the United States are very familiar with the strengths that they get from doing business with us. Jennifer Como -- Senior Vice President and Global Head of Investor Relations Next question. Operator And the next question is from Darrin Peller with Wolfe Research. You may go ahead. Darrin Peller -- Wolfe Research -- Analyst Hey, guys. Thanks. Your outlook and your budget you gave us was obviously helpful, and I clearly underscores the resilient of the consumer so far. But just to touch on the water for a minute. And I think you have about a third of your revenues now coming from new flows, services, many of which had are early stages of growth. So, putting that together with higher inflation, Al, would you expect any type of difference and set of outcomes on the top line if we were to see a notable downturn? And then, Vasant, just maybe you could touch on the flexibility you think you have on the expense side to help manage through any type of change. Al Kelly -- Chairman and Chief Executive Officer So, Darrin, just to be clear, your one-third is about right for VAS plus new flows, not just new flows. As you alluded to, I mean, right now, we are seeing nothing but stability. And it's been true over the last numbers of quarters. And our business is very different than it was the last time there was a downturn. We're much more into everyday spend categories. E-commerce has evolved tremendously. There's been a lot more cash digitization. We have a very heavy debit portfolio, which tends to perform better during these downturns. And frankly, I don't think any of us know what the impact is going to be coming off of the pandemic where there still seems to be a lot of pent-up demand for travel, for example, which is a highly discretionary purchase. And we're in an unusual time where employment has really held up. So, we'll certainly watch if payment volumes are impacted in any kind of significant way. Back to the core of your question, obviously, we will have some hit on our reve"
TSLA,"Apr 26, 2021, 5:30 p.m. ET",2021-Q1,"we can to increase our production rates. As we think about Q2 and Q3, these quarters should largely be driven by execution on S and X, as we've discussed, continued ramp of Model Y in Shanghai and the associated cost reductions of these programs. And we expect profitability and cash generation to evolve over the course of the year in line with those improvements. And then as we get toward the end of the year, our story will pivot toward the launch and ramp of our newest factories in Austin and Berlin. So there's certainly no shortage of exciting things for us to work on and look forward to. Thank you, and we'll open it up for questions. Martin Viecha -- Senior Director of Investor Relations Thank you very much. And we'll first take retail questions from, say, website. The first question is, how is Dojo coming along? Could Dojo unlock an AWS like business line for Tesla over the next few years? Zachary Kirkhorn -- Chief Financial Officer Yeah. I'll jump in here. So with respect to Dojo... Elon Musk -- Chief Executive Officer and Product Architect Sorry Zach. My apologies. I was on mute. Zachary Kirkhorn -- Chief Financial Officer Go ahead Elon. Elon Musk -- Chief Executive Officer and Product Architect So yes, I was just basically saying that the -- although like right now, people think of Tesla as -- a lot will think of Tesla as a car company or as an energy company. I think long term, people will think of Tesla as much as an AI robotics company as we are a car company or an energy company. I think we are developing one of the strongest hardware and software AI teams in the world. Certainly, we appear to be able to use things with full self driving that others cannot. So if you look at the evolution of what technologies we developed, we developed them in order to solve the problem of self driving. So we couldn't find a powerful enough neural net that runs a computer. So we designed and built our own. The software out there was really quite primitive for this task. And so we built the team from scratch and have been developing what we think is probably the most advanced real-world AI in the world. And then it sort makes sense that this is kind of what needs to happen because the road system is designed for a neural net computer, our brain. Our brain is neural net computer. And it's -- the entire road system is designed for vision with a neural net computer, which is because it's designed for eyes in the brain. And so if you have a system which has very good eyes, you can see in all directions at once, you can see three focal points ahead or forward, but it never gets tired. It's never sort of texting. It has redundancy and its reaction time is super human. Then it seems pretty obvious that such a system would achieve an extremely high level of safety, far in excess of the average person. So that's what we're doing. Then Dojo is kind of the training part of that. So because we're -- we have over 1 million cars, and perhaps next year, we'll have 2 million cars in active use, providing vast amounts of video training data that then needs to be digested by a very powerful training system. And currently, we use Tesla training software. So we developed a lot of training software, a lot of labeling software to do, to able to do surround video labeling, which is quite tricky. This means all eight cameras simultaneously at 36 range a second per camera labeling video over time. There wasn't any tool that existed for this, so we developed our own labeling tool. Then taking it a step further, obviously, the Holy Grail is auto labeling. So now we're getting quite good at auto labeling, where we do -- where -- that the trainers train the training system and then the system auto labels the data and then the human laborers just need to look at the labeling to confirm that it is correct and perhaps make edits. And then every time an edit is made, that further trains the system. So it's kind of like a flywheel that's just sort of spinning up. And really, the only way to do this is with vast amounts of video data. So then we need to train t"
MA,"Apr 29, 2021, 9:00 a.m. ET",2021-Q1,"what we've already done in Vocalink. But we're getting scaled businesses that are live in market. There are strong bill payment propositions and volumes with large customer reach in, particularly in the Nordics regions, but other parts of Europe as well. So we've identified Bill Pay as a growth opportunity sometime back here in the U.S., and now we're bolting that on. And then we have the choice of taking some of our U.S. capabilities into other parts of the world or do the same with Nets. So that is accelerating our growth in the application space, which I'm particularly focused on. I think last but not least, that they have activities in the open banking space and few services around realtime payments. So that just rounds off the picture. And I come back to Legal Day One. We're getting a fantastic team of engineers and experts in this space that is just really rounding off of our capability side. Now the aspect on how this might look different. So Tien-Tsin, you made that reference. And I all want to remind us, there was a remedy that we had put on the table in kind of negotiations with the EU commission throughout the approval process. And it basically means we will license the Nets infrastructure technology to a licensee, and the licensee was identified as part of the approval process. That allows -- but that is on the infrastructure side, not much of an issue because we have other assets to compete and then we can use it ourselves. So we're not excluded here. The package of having infrastructure application and service altogether, I think, makes such a differentiated proposition that we were quite happy to give that remedy. It made the EU commission happy. And it comes back to the point about -- yes, this is particularly important in Europe because in Europe, being seen as a true European partner, we have the commission put a stamp of approval on this transaction, and that works well for us. But we're going to take it elsewhere, for sure. I mean, that's the whole plan. Tien-Tsin Wang -- J.P. Morgan -- Analyst Yeah. Very complete and clear answer. Thank you. Operator Your next question comes from David Togut with Evercore ISI. Your line is open. David Togut -- Evercore ISI -- Analyst Thank you. Good morning. Bridging to Tien-Tsin's question, how has the pandemic affected the rollout of account-to-account payments in Europe under PSD2? Account-to-account certainly seems much more akin to debit than credit, and we know debit has certainly accelerated. So any thoughts would be appreciated. Michael Miebach -- Chief Executive Officer Yeah. Dave, that's a great question. Throughout the last quarter calls, we make references to engagements on the government front and, oftentimes, that involve our progress and our engagement with governments on account-to-account. And there are other things, obviously, that we had to dial down throughout the pandemic because there simply was no appetite in the market, but account-to-account wasn't one of them. We never missed a single step there and neither did government. This was really driven by a lot of governments trying to get stimulus money into their citizens' hands, and they couldn't do it fast enough, and they couldn't do it in an efficient-enough way. So the focus and the light shed on realtime payment infrastructure was -- certainly helped. So I would see, there is an increasing engagement around account-to-account. Throughout the pandemic, if you look at what else was going on, you saw the two factor authentication thing in Europe for -- strong customer authentication, I think, is the actual technical term there. That moved forward throughout the pandemic. So the government, the financial sector players in Europe advanced that, and that was broadly it. And then you look at what we've done with open banking. I mentioned it earlier. That's, again, a regulator-driven aspect of payments and the broader financial services here at Tesco. We talked about that last quarter I think in our Lloyd's. So there is momentum. I think it's actually literally a shot in the arm rather than anythi"
